province_state,country_region,date,confirmed,deaths,recovered,active
Drenthe,Netherlands,2022-08-01,209689,458,,
Flevoland,Netherlands,2022-08-01,190256,336,,
Friesland,Netherlands,2022-08-01,284961,619,,
Gelderland,Netherlands,2022-08-01,1018066,2844,,
Groningen,Netherlands,2022-08-01,256472,359,,
Limburg,Netherlands,2022-08-01,544637,2178,,
Noord-Brabant,Netherlands,2022-08-01,1268133,3722,,
Noord-Holland,Netherlands,2022-08-01,1372948,3417,,
Overijssel,Netherlands,2022-08-01,582251,1427,,
Sint Maarten,Netherlands,2022-08-01,10741,87,,
Unknown,Netherlands,2022-08-01,0,0,,
Utrecht,Netherlands,2022-08-01,686464,1546,,
Zeeland,Netherlands,2022-08-01,174232,392,,
Zuid-Holland,Netherlands,2022-08-01,1750420,5199,,
Aruba,Netherlands,2022-05-06,35189,212,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-05-06,9834,34,,
Curacao,Netherlands,2022-05-06,42330,274,,
Drenthe,Netherlands,2022-05-06,202109,451,,
Flevoland,Netherlands,2022-05-06,183296,331,,
Friesland,Netherlands,2022-05-06,277283,617,,
Gelderland,Netherlands,2022-05-06,983177,2796,,
Groningen,Netherlands,2022-05-06,247795,355,,
Limburg,Netherlands,2022-05-06,528026,2165,,
Noord-Brabant,Netherlands,2022-05-06,1233506,3695,,
Noord-Holland,Netherlands,2022-05-06,1319043,3367,,
Overijssel,Netherlands,2022-05-06,564786,1416,,
Sint Maarten,Netherlands,2022-05-06,10065,86,,
Unknown,Netherlands,2022-05-06,84139,21,,
Utrecht,Netherlands,2022-05-06,662300,1535,,
Zeeland,Netherlands,2022-05-06,167897,388,,
Zuid-Holland,Netherlands,2022-05-06,1688417,5154,,
Aruba,Netherlands,2021-12-30,19719,181,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-12-30,3368,23,,
Curacao,Netherlands,2021-12-30,20710,189,,
Drenthe,Netherlands,2021-12-30,63160,416,,
Flevoland,Netherlands,2021-12-30,72273,305,,
Friesland,Netherlands,2021-12-30,97186,578,,
Gelderland,Netherlands,2021-12-30,355272,2573,,
Groningen,Netherlands,2021-12-30,75432,332,,
Limburg,Netherlands,2021-12-30,229222,2052,,
Noord-Brabant,Netherlands,2021-12-30,477454,3530,,
Noord-Holland,Netherlands,2021-12-30,513750,3089,,
Overijssel,Netherlands,2021-12-30,200758,1334,,
Sint Maarten,Netherlands,2021-12-30,5054,75,,
Unknown,Netherlands,2021-12-30,14969,19,,
Utrecht,Netherlands,2021-12-30,244627,1460,,
Zeeland,Netherlands,2021-12-30,64033,354,,
Zuid-Holland,Netherlands,2021-12-30,707903,4850,,
Aruba,Netherlands,2020-04-05,64,0,1,63
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-05,2,0,0,2
Curacao,Netherlands,2020-04-05,11,1,5,5
Sint Maarten,Netherlands,2020-04-05,25,4,1,20
,Netherlands,2020-04-05,17851,1766,250,15835
Aruba,Netherlands,2021-02-25,7804,71,7494,239
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-02-25,196,3,180,13
Curacao,Netherlands,2021-02-25,4708,22,4624,62
Drenthe,Netherlands,2021-02-25,21381,280,0,21101
Flevoland,Netherlands,2021-02-25,25530,210,0,25320
Friesland,Netherlands,2021-02-25,25757,386,0,25371
Gelderland,Netherlands,2021-02-25,120729,1801,0,118928
Groningen,Netherlands,2021-02-25,25507,199,0,25308
Limburg,Netherlands,2021-02-25,70681,1413,0,69268
Noord-Brabant,Netherlands,2021-02-25,169291,2868,0,166423
Noord-Holland,Netherlands,2021-02-25,183224,2240,0,180984
Overijssel,Netherlands,2021-02-25,75023,1032,0,73991
Sint Maarten,Netherlands,2021-02-25,2051,27,1988,36
Unknown,Netherlands,2021-02-25,1756,11,0,1745
Utrecht,Netherlands,2021-02-25,85402,1119,0,84283
Zeeland,Netherlands,2021-02-25,16276,177,0,16099
Zuid-Holland,Netherlands,2021-02-25,253414,3702,0,249712
Aruba,Netherlands,2021-06-16,11089,107,10961,21
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-06-16,1627,17,1599,11
Curacao,Netherlands,2021-06-16,12304,123,12146,35
Drenthe,Netherlands,2021-06-16,34188,353,0,33835
Flevoland,Netherlands,2021-06-16,36877,244,0,36633
Friesland,Netherlands,2021-06-16,43658,477,0,43181
Gelderland,Netherlands,2021-06-16,187800,2025,0,185775
Groningen,Netherlands,2021-06-16,39153,263,0,38890
Limburg,Netherlands,2021-06-16,115263,1650,0,113613
Noord-Brabant,Netherlands,2021-06-16,271650,3136,0,268514
Noord-Holland,Netherlands,2021-06-16,276511,2620,0,273891
Overijssel,Netherlands,2021-06-16,109740,1137,0,108603
Sint Maarten,Netherlands,2021-06-16,2554,32,2446,76
Unknown,Netherlands,2021-06-16,3823,15,0,3808
Utrecht,Netherlands,2021-06-16,127860,1280,0,126580
Zeeland,Netherlands,2021-06-16,29619,248,0,29371
Zuid-Holland,Netherlands,2021-06-16,399502,4271,0,395231
Aruba,Netherlands,2020-06-03,101,3,98,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-06-03,7,0,7,0
Curacao,Netherlands,2020-06-03,21,1,15,5
Sint Maarten,Netherlands,2020-06-03,77,15,60,2
,Netherlands,2020-06-03,46733,5977,0,40756
Aruba,Netherlands,2022-06-13,39057,216,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-06-13,10219,36,,
Curacao,Netherlands,2022-06-13,44127,277,,
Drenthe,Netherlands,2022-06-13,203156,452,,
Flevoland,Netherlands,2022-06-13,184670,332,,
Friesland,Netherlands,2022-06-13,278484,618,,
Gelderland,Netherlands,2022-06-13,988184,2808,,
Groningen,Netherlands,2022-06-13,249461,356,,
Limburg,Netherlands,2022-06-13,529922,2166,,
Noord-Brabant,Netherlands,2022-06-13,1237997,3706,,
Noord-Holland,Netherlands,2022-06-13,1331436,3379,,
Overijssel,Netherlands,2022-06-13,567316,1417,,
Sint Maarten,Netherlands,2022-06-13,10508,86,,
Unknown,Netherlands,2022-06-13,0,0,,
Utrecht,Netherlands,2022-06-13,667125,1539,,
Zeeland,Netherlands,2022-06-13,168911,390,,
Zuid-Holland,Netherlands,2022-06-13,1701195,5173,,
Aruba,Netherlands,2022-01-14,30105,184,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-01-14,5325,25,,
Curacao,Netherlands,2022-01-14,32892,202,,
Drenthe,Netherlands,2022-01-14,71129,425,,
Flevoland,Netherlands,2022-01-14,81322,313,,
Friesland,Netherlands,2022-01-14,107878,586,,
Gelderland,Netherlands,2022-01-14,393381,2608,,
Groningen,Netherlands,2022-01-14,86639,342,,
Limburg,Netherlands,2022-01-14,245722,2074,,
Noord-Brabant,Netherlands,2022-01-14,532784,3561,,
Noord-Holland,Netherlands,2022-01-14,596325,3138,,
Overijssel,Netherlands,2022-01-14,222724,1347,,
Sint Maarten,Netherlands,2022-01-14,8250,75,,
Unknown,Netherlands,2022-01-14,18930,20,,
Utrecht,Netherlands,2022-01-14,277351,1479,,
Zeeland,Netherlands,2022-01-14,71234,358,,
Zuid-Holland,Netherlands,2022-01-14,795496,4891,,
Aruba,Netherlands,2020-10-05,4094,31,3612,451
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-10-05,124,1,46,77
Curacao,Netherlands,2020-10-05,462,1,242,219
Drenthe,Netherlands,2020-10-05,1446,51,0,1395
Flevoland,Netherlands,2020-10-05,2482,101,0,2381
Friesland,Netherlands,2020-10-05,1916,70,0,1846
Gelderland,Netherlands,2020-10-05,13021,705,0,12316
Groningen,Netherlands,2020-10-05,2264,20,0,2244
Limburg,Netherlands,2020-10-05,7144,765,0,6379
Noord-Brabant,Netherlands,2020-10-05,19464,1564,0,17900
Noord-Holland,Netherlands,2020-10-05,27918,871,0,27047
Overijssel,Netherlands,2020-10-05,5720,346,0,5374
Sint Maarten,Netherlands,2020-10-05,686,22,592,72
Unknown,Netherlands,2020-10-05,1133,18,0,1115
Utrecht,Netherlands,2020-10-05,10971,451,0,10520
Zeeland,Netherlands,2020-10-05,1500,72,0,1428
Zuid-Holland,Netherlands,2020-10-05,40913,1420,0,39493
Aruba,Netherlands,2021-12-02,16392,174,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-12-02,2997,22,,
Curacao,Netherlands,2021-12-02,17440,179,,
Drenthe,Netherlands,2021-12-02,53355,391,,
Flevoland,Netherlands,2021-12-02,61183,280,,
Friesland,Netherlands,2021-12-02,80033,521,,
Gelderland,Netherlands,2021-12-02,308008,2354,,
Groningen,Netherlands,2021-12-02,64617,300,,
Limburg,Netherlands,2021-12-02,196530,1894,,
Noord-Brabant,Netherlands,2021-12-02,412381,3363,,
Noord-Holland,Netherlands,2021-12-02,441877,2885,,
Overijssel,Netherlands,2021-12-02,175556,1257,,
Sint Maarten,Netherlands,2021-12-02,4593,75,,
Unknown,Netherlands,2021-12-02,11319,15,,
Utrecht,Netherlands,2021-12-02,209262,1360,,
Zeeland,Netherlands,2021-12-02,52893,282,,
Zuid-Holland,Netherlands,2021-12-02,617720,4622,,
Aruba,Netherlands,2021-03-13,8376,78,8028,270
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-03-13,196,3,180,13
Curacao,Netherlands,2021-03-13,5051,22,4705,324
Drenthe,Netherlands,2021-03-13,23464,316,0,23148
Flevoland,Netherlands,2021-03-13,26899,219,0,26680
Friesland,Netherlands,2021-03-13,28474,422,0,28052
Gelderland,Netherlands,2021-03-13,128118,1850,0,126268
Groningen,Netherlands,2021-03-13,27967,215,0,27752
Limburg,Netherlands,2021-03-13,75061,1472,0,73589
Noord-Brabant,Netherlands,2021-03-13,181280,2938,0,178342
Noord-Holland,Netherlands,2021-03-13,199485,2319,0,197166
Overijssel,Netherlands,2021-03-13,79173,1045,0,78128
Sint Maarten,Netherlands,2021-03-13,2082,27,2041,14
Unknown,Netherlands,2021-03-13,2200,11,0,2189
Utrecht,Netherlands,2021-03-13,91011,1173,0,89838
Zeeland,Netherlands,2021-03-13,17953,200,0,17753
Zuid-Holland,Netherlands,2021-03-13,270133,3866,0,266267
Aruba,Netherlands,2021-09-08,14955,153,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-09-08,1885,17,,
Curacao,Netherlands,2021-09-08,15550,151,,
Drenthe,Netherlands,2021-09-08,38774,353,,
Flevoland,Netherlands,2021-09-08,43402,250,,
Friesland,Netherlands,2021-09-08,51828,487,,
Gelderland,Netherlands,2021-09-08,216522,2077,,
Groningen,Netherlands,2021-09-08,49945,267,,
Limburg,Netherlands,2021-09-08,129392,1685,,
Noord-Brabant,Netherlands,2021-09-08,309582,3162,,
Noord-Holland,Netherlands,2021-09-08,338322,2709,,
Overijssel,Netherlands,2021-09-08,127213,1155,,
Sint Maarten,Netherlands,2021-09-08,3921,57,,
Unknown,Netherlands,2021-09-08,5950,15,,
Utrecht,Netherlands,2021-09-08,151124,1299,,
Zeeland,Netherlands,2021-09-08,33615,253,,
Zuid-Holland,Netherlands,2021-09-08,465916,4343,,
Aruba,Netherlands,2021-07-13,11180,108,11029,43
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-07-13,1661,17,1631,13
Curacao,Netherlands,2021-07-13,12418,126,12225,67
Drenthe,Netherlands,2021-07-13,35062,353,0,34709
Flevoland,Netherlands,2021-07-13,37751,244,0,37507
Friesland,Netherlands,2021-07-13,45118,479,0,44639
Gelderland,Netherlands,2021-07-13,193622,2029,0,191593
Groningen,Netherlands,2021-07-13,43058,263,0,42795
Limburg,Netherlands,2021-07-13,117393,1655,0,115738
Noord-Brabant,Netherlands,2021-07-13,280178,3140,0,277038
Noord-Holland,Netherlands,2021-07-13,293212,2629,0,290583
Overijssel,Netherlands,2021-07-13,113669,1141,0,112528
Sint Maarten,Netherlands,2021-07-13,2650,34,2589,27
Unknown,Netherlands,2021-07-13,4136,15,0,4121
Utrecht,Netherlands,2021-07-13,135272,1281,0,133991
Zeeland,Netherlands,2021-07-13,30444,248,0,30196
Zuid-Holland,Netherlands,2021-07-13,415785,4292,0,411493
Aruba,Netherlands,2021-12-08,16505,176,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-12-08,3073,22,,
Curacao,Netherlands,2021-12-08,17517,180,,
Drenthe,Netherlands,2021-12-08,56082,400,,
Flevoland,Netherlands,2021-12-08,64258,284,,
Friesland,Netherlands,2021-12-08,84872,530,,
Gelderland,Netherlands,2021-12-08,322174,2412,,
Groningen,Netherlands,2021-12-08,67372,310,,
Limburg,Netherlands,2021-12-08,208000,1940,,
Noord-Brabant,Netherlands,2021-12-08,432584,3413,,
Noord-Holland,Netherlands,2021-12-08,461131,2925,,
Overijssel,Netherlands,2021-12-08,182513,1278,,
Sint Maarten,Netherlands,2021-12-08,4617,75,,
Unknown,Netherlands,2021-12-08,12366,17,,
Utrecht,Netherlands,2021-12-08,219608,1376,,
Zeeland,Netherlands,2021-12-08,56209,285,,
Zuid-Holland,Netherlands,2021-12-08,641723,4672,,
Aruba,Netherlands,2020-07-06,105,3,98,4
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-07-06,7,0,7,0
Curacao,Netherlands,2020-07-06,23,1,19,3
Sint Maarten,Netherlands,2020-07-06,78,15,63,0
,Netherlands,2020-07-06,50657,6128,0,44529
Aruba,Netherlands,2021-01-09,6013,50,5436,527
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-01-09,196,3,180,13
Curacao,Netherlands,2021-01-09,4445,19,3668,758
Drenthe,Netherlands,2021-01-09,15458,174,0,15284
Flevoland,Netherlands,2021-01-09,21355,164,0,21191
Friesland,Netherlands,2021-01-09,17027,194,0,16833
Gelderland,Netherlands,2021-01-09,97831,1406,0,96425
Groningen,Netherlands,2021-01-09,18532,129,0,18403
Limburg,Netherlands,2021-01-09,52864,1148,0,51716
Noord-Brabant,Netherlands,2021-01-09,135579,2484,0,133095
Noord-Holland,Netherlands,2021-01-09,146857,1786,0,145071
Overijssel,Netherlands,2021-01-09,60609,782,0,59827
Sint Maarten,Netherlands,2021-01-09,1554,27,1432,95
Unknown,Netherlands,2021-01-09,1693,12,0,1681
Utrecht,Netherlands,2021-01-09,71649,928,0,70721
Zeeland,Netherlands,2021-01-09,11852,137,0,11715
Zuid-Holland,Netherlands,2021-01-09,214929,2963,0,211966
Aruba,Netherlands,2021-05-25,10936,107,10758,71
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-05-25,1610,17,1575,18
Curacao,Netherlands,2021-05-25,12271,122,12101,48
Drenthe,Netherlands,2021-05-25,33152,352,0,32800
Flevoland,Netherlands,2021-05-25,36075,243,0,35832
Friesland,Netherlands,2021-05-25,42551,475,0,42076
Gelderland,Netherlands,2021-05-25,182209,2010,0,180199
Groningen,Netherlands,2021-05-25,38154,260,0,37894
Limburg,Netherlands,2021-05-25,112059,1629,0,110430
Noord-Brabant,Netherlands,2021-05-25,264174,3120,0,261054
Noord-Holland,Netherlands,2021-05-25,270598,2584,0,268014
Overijssel,Netherlands,2021-05-25,106578,1126,0,105452
Sint Maarten,Netherlands,2021-05-25,2386,28,2270,88
Unknown,Netherlands,2021-05-25,3861,14,0,3847
Utrecht,Netherlands,2021-05-25,124578,1271,0,123307
Zeeland,Netherlands,2021-05-25,28938,245,0,28693
Zuid-Holland,Netherlands,2021-05-25,388457,4237,0,384220
Aruba,Netherlands,2021-01-25,6742,57,6294,391
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-01-25,196,3,180,13
Curacao,Netherlands,2021-01-25,4548,20,4438,90
Drenthe,Netherlands,2021-01-25,17855,234,0,17621
Flevoland,Netherlands,2021-01-25,23242,189,0,23053
Friesland,Netherlands,2021-01-25,20392,242,0,20150
Gelderland,Netherlands,2021-01-25,108888,1593,0,107295
Groningen,Netherlands,2021-01-25,21428,150,0,21278
Limburg,Netherlands,2021-01-25,61190,1264,0,59926
Noord-Brabant,Netherlands,2021-01-25,148567,2621,0,145946
Noord-Holland,Netherlands,2021-01-25,160529,1942,0,158587
Overijssel,Netherlands,2021-01-25,68017,909,0,67108
Sint Maarten,Netherlands,2021-01-25,1758,27,1598,133
Unknown,Netherlands,2021-01-25,1553,9,0,1544
Utrecht,Netherlands,2021-01-25,77202,995,0,76207
Zeeland,Netherlands,2021-01-25,13775,151,0,13624
Zuid-Holland,Netherlands,2021-01-25,230312,3280,0,227032
Aruba,Netherlands,2020-11-02,4524,38,4331,155
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-11-02,153,3,145,5
Curacao,Netherlands,2020-11-02,995,1,698,296
Drenthe,Netherlands,2020-11-02,5392,79,0,5313
Flevoland,Netherlands,2020-11-02,6679,111,0,6568
Friesland,Netherlands,2020-11-02,6030,86,0,5944
Gelderland,Netherlands,2020-11-02,35379,812,0,34567
Groningen,Netherlands,2020-11-02,6197,32,0,6165
Limburg,Netherlands,2020-11-02,16399,800,0,15599
Noord-Brabant,Netherlands,2020-11-02,56307,1741,0,54566
Noord-Holland,Netherlands,2020-11-02,69378,1032,0,68346
Overijssel,Netherlands,2020-11-02,20636,410,0,20226
Sint Maarten,Netherlands,2020-11-02,844,22,760,62
Unknown,Netherlands,2020-11-02,2450,26,0,2424
Utrecht,Netherlands,2020-11-02,32001,518,0,31483
Zeeland,Netherlands,2020-11-02,3738,81,0,3657
Zuid-Holland,Netherlands,2020-11-02,107561,1735,0,105826
Aruba,Netherlands,2020-05-06,101,2,89,10
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-05-06,6,0,0,6
Curacao,Netherlands,2020-05-06,16,1,13,2
Sint Maarten,Netherlands,2020-05-06,76,14,44,18
,Netherlands,2020-05-06,41319,5204,0,36115
Aruba,Netherlands,2022-01-05,24210,181,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-01-05,3918,23,,
Curacao,Netherlands,2022-01-05,24748,189,,
Drenthe,Netherlands,2022-01-05,65802,419,,
Flevoland,Netherlands,2022-01-05,75027,309,,
Friesland,Netherlands,2022-01-05,100184,581,,
Gelderland,Netherlands,2022-01-05,366468,2588,,
Groningen,Netherlands,2022-01-05,78581,338,,
Limburg,Netherlands,2022-01-05,234712,2063,,
Noord-Brabant,Netherlands,2022-01-05,492970,3546,,
Noord-Holland,Netherlands,2022-01-05,535600,3122,,
Overijssel,Netherlands,2022-01-05,207076,1339,,
Sint Maarten,Netherlands,2022-01-05,5945,75,,
Unknown,Netherlands,2022-01-05,16004,20,,
Utrecht,Netherlands,2022-01-05,254061,1475,,
Zeeland,Netherlands,2022-01-05,66103,354,,
Zuid-Holland,Netherlands,2022-01-05,730737,4875,,
Aruba,Netherlands,2021-10-20,15765,170,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-10-20,2365,19,,
Curacao,Netherlands,2021-10-20,16972,172,,
Drenthe,Netherlands,2021-10-20,40801,361,,
Flevoland,Netherlands,2021-10-20,46003,255,,
Friesland,Netherlands,2021-10-20,56140,491,,
Gelderland,Netherlands,2021-10-20,228717,2109,,
Groningen,Netherlands,2021-10-20,52262,271,,
Limburg,Netherlands,2021-10-20,137165,1713,,
Noord-Brabant,Netherlands,2021-10-20,320060,3187,,
Noord-Holland,Netherlands,2021-10-20,351442,2744,,
Overijssel,Netherlands,2021-10-20,134024,1168,,
Sint Maarten,Netherlands,2021-10-20,4467,75,,
Unknown,Netherlands,2021-10-20,6721,16,,
Utrecht,Netherlands,2021-10-20,159839,1307,,
Zeeland,Netherlands,2021-10-20,35587,259,,
Zuid-Holland,Netherlands,2021-10-20,490773,4392,,
Aruba,Netherlands,2022-06-22,40179,221,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-06-22,10320,37,,
Curacao,Netherlands,2022-06-22,44440,278,,
Drenthe,Netherlands,2022-06-22,204001,452,,
Flevoland,Netherlands,2022-06-22,185504,333,,
Friesland,Netherlands,2022-06-22,279448,618,,
Gelderland,Netherlands,2022-06-22,992027,2810,,
Groningen,Netherlands,2022-06-22,250693,356,,
Limburg,Netherlands,2022-06-22,531332,2166,,
Noord-Brabant,Netherlands,2022-06-22,1241788,3706,,
Noord-Holland,Netherlands,2022-06-22,1338451,3381,,
Overijssel,Netherlands,2022-06-22,569430,1418,,
Sint Maarten,Netherlands,2022-06-22,10537,86,,
Unknown,Netherlands,2022-06-22,0,0,,
Utrecht,Netherlands,2022-06-22,670341,1539,,
Zeeland,Netherlands,2022-06-22,169549,392,,
Zuid-Holland,Netherlands,2022-06-22,1709448,5177,,
Aruba,Netherlands,2020-09-27,3844,25,2948,871
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-09-27,85,1,21,63
Curacao,Netherlands,2020-09-27,360,1,141,218
Drenthe,Netherlands,2020-09-27,1030,45,0,985
Flevoland,Netherlands,2020-09-27,2083,100,0,1983
Friesland,Netherlands,2020-09-27,1356,69,0,1287
Gelderland,Netherlands,2020-09-27,10893,697,0,10196
Groningen,Netherlands,2020-09-27,1546,20,0,1526
Limburg,Netherlands,2020-09-27,6428,761,0,5667
Noord-Brabant,Netherlands,2020-09-27,16501,1558,0,14943
Noord-Holland,Netherlands,2020-09-27,22828,856,0,21972
Overijssel,Netherlands,2020-09-27,4724,342,0,4382
Sint Maarten,Netherlands,2020-09-27,644,22,532,90
Unknown,Netherlands,2020-09-27,0,10,0,0
Utrecht,Netherlands,2020-09-27,8837,442,0,8395
Zeeland,Netherlands,2020-09-27,1335,72,0,1263
Zuid-Holland,Netherlands,2020-09-27,33110,1394,0,31716
Aruba,Netherlands,2021-10-05,15560,168,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-10-05,2168,19,,
Curacao,Netherlands,2021-10-05,16650,165,,
Drenthe,Netherlands,2021-10-05,39724,359,,
Flevoland,Netherlands,2021-10-05,44817,252,,
Friesland,Netherlands,2021-10-05,54326,488,,
Gelderland,Netherlands,2021-10-05,222080,2099,,
Groningen,Netherlands,2021-10-05,51133,268,,
Limburg,Netherlands,2021-10-05,132952,1700,,
Noord-Brabant,Netherlands,2021-10-05,314616,3173,,
Noord-Holland,Netherlands,2021-10-05,345623,2730,,
Overijssel,Netherlands,2021-10-05,130208,1166,,
Sint Maarten,Netherlands,2021-10-05,4342,68,,
Unknown,Netherlands,2021-10-05,6398,15,,
Utrecht,Netherlands,2021-10-05,155702,1305,,
Zeeland,Netherlands,2021-10-05,34500,258,,
Zuid-Holland,Netherlands,2021-10-05,479451,4378,,
Aruba,Netherlands,2021-04-07,9834,92,9170,572
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-04-07,196,3,180,13
Curacao,Netherlands,2021-04-07,10185,56,5579,4550
Drenthe,Netherlands,2021-04-07,27680,330,0,27350
Flevoland,Netherlands,2021-04-07,30056,226,0,29830
Friesland,Netherlands,2021-04-07,34307,452,0,33855
Gelderland,Netherlands,2021-04-07,146053,1907,0,144146
Groningen,Netherlands,2021-04-07,31662,238,0,31424
Limburg,Netherlands,2021-04-07,86300,1525,0,84775
Noord-Brabant,Netherlands,2021-04-07,208376,3017,0,205359
Noord-Holland,Netherlands,2021-04-07,227892,2439,0,225453
Overijssel,Netherlands,2021-04-07,87538,1076,0,86462
Sint Maarten,Netherlands,2021-04-07,2174,27,2106,41
Unknown,Netherlands,2021-04-07,2751,13,0,2738
Utrecht,Netherlands,2021-04-07,102698,1204,0,101494
Zeeland,Netherlands,2021-04-07,21887,223,0,21664
Zuid-Holland,Netherlands,2021-04-07,312153,4022,0,308131
Aruba,Netherlands,2020-06-27,101,3,98,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-06-27,7,0,7,0
Curacao,Netherlands,2020-06-27,23,1,19,3
Sint Maarten,Netherlands,2020-06-27,77,15,62,0
,Netherlands,2020-06-27,50074,6105,0,43969
Aruba,Netherlands,2022-05-12,35334,212,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-05-12,9943,35,,
Curacao,Netherlands,2022-05-12,42674,275,,
Drenthe,Netherlands,2022-05-12,202273,451,,
Flevoland,Netherlands,2022-05-12,183516,331,,
Friesland,Netherlands,2022-05-12,277486,617,,
Gelderland,Netherlands,2022-05-12,984055,2799,,
Groningen,Netherlands,2022-05-12,248055,356,,
Limburg,Netherlands,2022-05-12,528329,2165,,
Noord-Brabant,Netherlands,2022-05-12,1234184,3696,,
Noord-Holland,Netherlands,2022-05-12,1321095,3372,,
Overijssel,Netherlands,2022-05-12,565261,1416,,
Sint Maarten,Netherlands,2022-05-12,10123,86,,
Unknown,Netherlands,2022-05-12,84139,21,,
Utrecht,Netherlands,2022-05-12,663031,1536,,
Zeeland,Netherlands,2022-05-12,168072,390,,
Zuid-Holland,Netherlands,2022-05-12,1690427,5163,,
Aruba,Netherlands,2020-04-06,71,0,2,69
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-06,2,0,0,2
Curacao,Netherlands,2020-04-06,13,1,5,7
Sint Maarten,Netherlands,2020-04-06,37,6,1,30
,Netherlands,2020-04-06,18803,1867,250,16686
Aruba,Netherlands,2020-04-27,100,2,73,25
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-27,5,0,0,5
Curacao,Netherlands,2020-04-27,16,1,11,4
Sint Maarten,Netherlands,2020-04-27,74,13,33,28
,Netherlands,2020-04-27,38245,4518,0,33727
Aruba,Netherlands,2020-08-22,1534,7,446,1081
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-08-22,13,0,7,6
Curacao,Netherlands,2020-08-22,39,1,33,5
Drenthe,Netherlands,2020-08-22,595,41,0,554
Flevoland,Netherlands,2020-08-22,1233,93,0,1140
Friesland,Netherlands,2020-08-22,777,69,0,708
Gelderland,Netherlands,2020-08-22,7115,687,0,6428
Groningen,Netherlands,2020-08-22,549,17,0,532
Limburg,Netherlands,2020-08-22,5221,755,0,4466
Noord-Brabant,Netherlands,2020-08-22,11523,1547,0,9976
Noord-Holland,Netherlands,2020-08-22,11224,823,0,10401
Overijssel,Netherlands,2020-08-22,3408,312,0,3096
Sint Maarten,Netherlands,2020-08-22,368,17,147,204
Unknown,Netherlands,2020-08-22,598,18,0,580
Utrecht,Netherlands,2020-08-22,5138,432,0,4706
Zeeland,Netherlands,2020-08-22,1008,69,0,939
Zuid-Holland,Netherlands,2020-08-22,17708,1337,0,16371
Aruba,Netherlands,2021-02-19,7599,71,7242,286
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-02-19,196,3,180,13
Curacao,Netherlands,2021-02-19,4675,22,4597,56
Drenthe,Netherlands,2021-02-19,20670,276,0,20394
Flevoland,Netherlands,2021-02-19,25095,205,0,24890
Friesland,Netherlands,2021-02-19,24629,367,0,24262
Gelderland,Netherlands,2021-02-19,118296,1770,0,116526
Groningen,Netherlands,2021-02-19,24446,187,0,24259
Limburg,Netherlands,2021-02-19,68895,1387,0,67508
Noord-Brabant,Netherlands,2021-02-19,164443,2829,0,161614
Noord-Holland,Netherlands,2021-02-19,177949,2190,0,175759
Overijssel,Netherlands,2021-02-19,73744,1013,0,72731
Sint Maarten,Netherlands,2021-02-19,2033,27,1955,51
Unknown,Netherlands,2021-02-19,1623,10,0,1613
Utrecht,Netherlands,2021-02-19,83556,1100,0,82456
Zeeland,Netherlands,2021-02-19,15726,170,0,15556
Zuid-Holland,Netherlands,2021-02-19,248328,3634,0,244694
Aruba,Netherlands,2020-07-19,113,3,100,10
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-07-19,10,0,7,3
Curacao,Netherlands,2020-07-19,28,1,24,3
Drenthe,Netherlands,2020-07-19,539,41,0,498
Flevoland,Netherlands,2020-07-19,981,92,0,889
Friesland,Netherlands,2020-07-19,643,69,0,574
Gelderland,Netherlands,2020-07-19,6527,684,0,5843
Groningen,Netherlands,2020-07-19,368,17,0,351
Limburg,Netherlands,2020-07-19,4891,752,0,4139
